date,season,away,home,market_total,actual_total,direction,agreement,hit,profit
2022-12-14,2022-23,GSW,IND,228.5,244,OVER,2,True,0.9
2022-12-14,2022-23,SAC,TOR,232.0,247,UNDER,2,False,-1.0
2022-12-14,2022-23,MIN,LAC,221.5,187,UNDER,6,True,0.9
2022-12-15,2022-23,MIL,MEM,226.5,243,OVER,8,True,0.9
2022-12-15,2022-23,NOP,UTA,232.0,261,OVER,4,True,0.9
2022-12-16,2022-23,ATL,CHA,239.5,231,UNDER,4,True,0.9
2022-12-17,2022-23,UTA,MIL,227.0,220,UNDER,2,True,0.9
2022-12-17,2022-23,MEM,OKC,230.0,224,UNDER,2,True,0.9
2022-12-18,2022-23,ORL,BOS,223.0,187,UNDER,4,True,0.9
2022-12-18,2022-23,WAS,LAL,237.0,236,UNDER,6,True,0.9
2022-12-19,2022-23,ORL,ATL,230.0,251,OVER,2,True,0.9
2022-12-19,2022-23,MIL,NOP,228.0,247,UNDER,2,False,-1.0
2022-12-20,2022-23,MEM,DEN,235.0,196,UNDER,1,True,0.9
2022-12-21,2022-23,IND,BOS,232.0,229,UNDER,4,True,0.9
2022-12-22,2022-23,WAS,UTA,232.0,232,UNDER,8,False,-1.0
2022-12-23,2022-23,SAS,ORL,228.0,246,OVER,4,True,0.9
2022-12-23,2022-23,DET,ATL,233.5,235,OVER,2,True,0.9
2022-12-23,2022-23,IND,MIA,224.5,219,UNDER,4,True,0.9
2022-12-23,2022-23,MEM,PHX,226.0,225,UNDER,2,True,0.9
2022-12-25,2022-23,PHI,NYK,215.5,231,OVER,4,True,0.9
2022-12-25,2022-23,MIL,BOS,226.5,257,OVER,4,True,0.9
2022-12-25,2022-23,MEM,GSW,233.0,232,OVER,2,False,-1.0
2022-12-25,2022-23,PHX,DEN,229.0,253,UNDER,2,False,-1.0
2022-12-26,2022-23,LAC,DET,222.5,273,OVER,6,True,0.9
2022-12-26,2022-23,IND,NOP,234.0,206,OVER,4,False,-1.0
2022-12-27,2022-23,ATL,IND,238.5,243,UNDER,1,False,-1.0
2022-12-27,2022-23,HOU,BOS,229.5,228,OVER,5,False,-1.0
2022-12-27,2022-23,DEN,SAC,237.0,219,UNDER,6,True,0.9
2022-12-28,2022-23,MIL,CHI,231.0,232,UNDER,4,False,-1.0
2022-12-29,2022-23,HOU,DAL,226.5,243,OVER,8,True,0.9
2022-12-30,2022-23,MIN,MIL,229.0,237,OVER,8,True,0.9
2022-12-30,2022-23,MIA,DEN,224.5,243,OVER,6,True,0.9
2022-12-31,2022-23,LAC,IND,231.5,261,OVER,2,True,0.9
2023-01-02,2022-23,CHI,CLE,225.0,279,OVER,4,True,0.9
2023-01-02,2022-23,TOR,IND,233.0,236,OVER,4,True,0.9
2023-01-02,2022-23,ATL,GSW,236.5,284,UNDER,5,False,-1.0
2023-01-03,2022-23,WAS,MIL,232.5,236,OVER,4,True,0.9
2023-01-04,2022-23,IND,PHI,233.5,255,OVER,2,True,0.9
2023-01-04,2022-23,SAS,NYK,225.0,231,OVER,1,True,0.9
2023-01-05,2022-23,MEM,ORL,230.5,238,OVER,2,True,0.9
2023-01-05,2022-23,UTA,HOU,231.5,245,OVER,4,True,0.9
2023-01-08,2022-23,PHI,DET,229.5,234,OVER,4,True,0.9
2023-01-08,2022-23,CHA,IND,240.0,227,UNDER,2,True,0.9
2023-01-08,2022-23,BKN,MIA,223.0,203,UNDER,2,True,0.9
2023-01-08,2022-23,DAL,OKC,227.0,229,OVER,2,True,0.9
2023-01-09,2022-23,MIL,NYK,218.5,218,OVER,4,False,-1.0
2023-01-10,2022-23,DET,PHI,225.5,263,OVER,1,True,0.9
2023-01-10,2022-23,OKC,MIA,221.0,223,OVER,4,True,0.9
2023-01-10,2022-23,CLE,UTA,226.5,230,OVER,6,True,0.9
2023-01-10,2022-23,PHX,GSW,230.5,238,OVER,4,True,0.9
2023-01-11,2022-23,IND,NYK,226.5,232,OVER,6,True,0.9
2023-01-11,2022-23,MIL,ATL,227.5,219,OVER,8,False,-1.0
2023-01-11,2022-23,NOP,BOS,230.0,239,UNDER,4,False,-1.0
2023-01-11,2022-23,PHX,DEN,227.0,223,OVER,6,False,-1.0
2023-01-13,2022-23,NOP,DET,234.5,226,UNDER,4,True,0.9
2023-01-14,2022-23,PHI,UTA,231.0,235,OVER,2,True,0.9
2023-01-14,2022-23,DAL,POR,227.5,255,OVER,8,True,0.9
2023-01-15,2022-23,NYK,DET,224.5,221,UNDER,2,True,0.9
2023-01-16,2022-23,IND,MIL,228.0,251,OVER,6,True,0.9
2023-01-16,2022-23,MIA,ATL,223.0,234,UNDER,2,False,-1.0
2023-01-16,2022-23,PHX,MEM,231.5,242,OVER,4,True,0.9
2023-01-18,2022-23,MIA,NOP,219.5,222,OVER,4,True,0.9
2023-01-18,2022-23,SAC,LAL,245.0,227,UNDER,1,True,0.9
2023-01-21,2022-23,CHA,ATL,234.5,240,OVER,2,True,0.9
2023-01-21,2022-23,MIL,CLE,217.5,216,UNDER,4,True,0.9
2023-01-21,2022-23,IND,PHX,229.0,219,OVER,4,False,-1.0
2023-01-22,2022-23,NOP,MIA,218.0,196,UNDER,4,True,0.9
2023-01-23,2022-23,ATL,CHI,241.0,211,UNDER,1,True,0.9
2023-01-23,2022-23,MIN,HOU,232.0,233,OVER,2,True,0.9
2023-01-24,2022-23,CHI,IND,234.5,226,OVER,2,False,-1.0
2023-01-25,2022-23,IND,ORL,234.5,246,OVER,2,True,0.9
2023-01-25,2022-23,ATL,OKC,238.5,269,UNDER,1,False,-1.0
2023-01-25,2022-23,WAS,HOU,233.5,211,UNDER,2,True,0.9
2023-01-26,2022-23,NYK,BOS,221.5,237,UNDER,2,False,-1.0
2023-01-27,2022-23,MIL,IND,239.0,272,OVER,2,True,0.9
2023-01-27,2022-23,MEM,MIN,236.0,211,UNDER,1,True,0.9
2023-01-27,2022-23,ORL,MIA,219.0,215,UNDER,4,True,0.9
2023-01-27,2022-23,TOR,GSW,234.0,246,UNDER,2,False,-1.0
2023-01-28,2022-23,WAS,NOP,231.0,216,UNDER,8,True,0.9
2023-01-28,2022-23,SAC,MIN,237.5,227,UNDER,1,True,0.9
2023-01-28,2022-23,LAL,BOS,234.0,246,UNDER,4,False,-1.0
2023-01-28,2022-23,TOR,POR,231.5,228,UNDER,4,True,0.9
2023-01-29,2022-23,MIA,CHA,224.0,239,UNDER,4,False,-1.0
2023-01-29,2022-23,LAC,CLE,214.0,221,OVER,2,True,0.9
2023-01-30,2022-23,SAC,MIN,237.5,229,UNDER,1,True,0.9
2023-01-31,2022-23,LAC,CHI,225.5,211,UNDER,8,True,0.9
2023-02-01,2022-23,OKC,HOU,230.5,218,OVER,2,False,-1.0
2023-02-01,2022-23,TOR,UTA,230.5,259,OVER,4,True,0.9
2023-02-02,2022-23,LAL,IND,240.5,223,UNDER,2,True,0.9
2023-02-02,2022-23,MIA,NYK,212.5,210,OVER,4,False,-1.0
2023-02-02,2022-23,NOP,DAL,223.0,217,UNDER,4,True,0.9
2023-02-03,2022-23,SAC,IND,235.5,211,UNDER,1,True,0.9
2023-02-03,2022-23,PHX,BOS,220.5,200,UNDER,4,True,0.9
2023-02-03,2022-23,TOR,HOU,223.0,228,UNDER,2,False,-1.0
2023-02-03,2022-23,ORL,MIN,229.5,247,UNDER,4,False,-1.0
2023-02-03,2022-23,ATL,UTA,242.0,223,UNDER,1,True,0.9
2023-02-04,2022-23,HOU,OKC,231.5,274,UNDER,6,False,-1.0
2023-02-04,2022-23,ATL,DEN,229.0,236,OVER,6,True,0.9
2023-02-05,2022-23,CLE,IND,228.5,225,OVER,4,False,-1.0
2023-02-05,2022-23,TOR,MEM,228.0,209,UNDER,2,True,0.9
2023-02-05,2022-23,SAC,NOP,228.0,240,OVER,2,True,0.9
2023-02-07,2022-23,ATL,NOP,237.0,223,UNDER,4,True,0.9
2023-02-08,2022-23,DET,CLE,216.5,198,UNDER,4,True,0.9
2023-02-08,2022-23,DAL,LAC,220.5,214,UNDER,6,True,0.9
2023-02-09,2022-23,PHX,ATL,225.5,223,UNDER,2,True,0.9
2023-02-10,2022-23,NYK,PHI,222.5,227,UNDER,2,False,-1.0
2023-02-10,2022-23,MIL,LAC,228.5,225,UNDER,4,True,0.9
2023-02-11,2022-23,IND,WAS,237.0,240,OVER,2,True,0.9
2023-02-12,2022-23,MEM,BOS,225.0,228,OVER,6,True,0.9
2023-02-13,2022-23,UTA,IND,242.0,240,UNDER,3,True,0.9
2023-02-13,2022-23,HOU,PHI,226.5,227,OVER,8,True,0.9
2023-02-13,2022-23,BKN,NYK,218.5,230,OVER,8,True,0.9
2023-02-13,2022-23,WAS,GSW,233.5,261,UNDER,4,False,-1.0
2023-02-14,2022-23,BOS,MIL,226.5,256,OVER,4,True,0.9
2023-02-14,2022-23,GSW,LAC,229.5,258,UNDER,2,False,-1.0
2023-02-15,2022-23,DET,BOS,227.5,236,OVER,1,True,0.9
2023-02-15,2022-23,NOP,LAL,235.0,222,UNDER,6,True,0.9
2023-02-16,2022-23,WAS,MIN,233.0,220,UNDER,4,True,0.9
2023-02-23,2022-23,MEM,PHI,228.5,215,OVER,4,False,-1.0
2023-02-23,2022-23,OKC,UTA,239.5,239,UNDER,1,True,0.9
2023-02-24,2022-23,CLE,ATL,228.5,255,OVER,6,True,0.9
2023-02-25,2022-23,IND,ORL,230.5,229,OVER,2,False,-1.0
2023-02-25,2022-23,MIA,CHA,227.5,211,UNDER,2,True,0.9
2023-02-25,2022-23,DEN,MEM,235.5,206,UNDER,2,True,0.9
2023-02-25,2022-23,BOS,PHI,225.5,217,UNDER,4,True,0.9
2023-02-26,2022-23,MIN,GSW,237.0,213,UNDER,1,True,0.9
2023-02-26,2022-23,LAC,DEN,236.5,258,UNDER,2,False,-1.0
2023-02-28,2022-23,CHI,TOR,218.5,202,UNDER,4,True,0.9
2023-02-28,2022-23,WAS,ATL,233.5,235,OVER,6,True,0.9
2023-03-01,2022-23,CHI,DET,222.5,232,OVER,6,True,0.9
2023-03-01,2022-23,PHI,MIA,216.5,215,OVER,4,False,-1.0
2023-03-01,2022-23,ORL,MIL,229.0,256,OVER,2,True,0.9
2023-03-03,2022-23,BKN,BOS,227.5,220,UNDER,2,True,0.9
2023-03-03,2022-23,NYK,MIA,216.5,242,OVER,4,True,0.9
2023-03-03,2022-23,MEM,DEN,234.5,210,OVER,2,False,-1.0
2023-03-04,2022-23,ATL,MIA,227.0,226,OVER,2,False,-1.0
2023-03-05,2022-23,PHX,DAL,234.0,256,UNDER,4,False,-1.0
2023-03-05,2022-23,IND,CHI,227.0,247,OVER,2,True,0.9
2023-03-05,2022-23,MIL,WAS,233.5,228,UNDER,2,True,0.9
2023-03-05,2022-23,NYK,BOS,225.5,260,OVER,4,True,0.9
2023-03-06,2022-23,PHI,IND,235.5,290,OVER,2,True,0.9
2023-03-07,2022-23,WAS,DET,222.5,236,OVER,1,True,0.9
2023-03-07,2022-23,MIL,ORL,227.5,257,UNDER,2,False,-1.0
2023-03-07,2022-23,BKN,HOU,230.5,214,OVER,2,False,-1.0
2023-03-09,2022-23,GSW,MEM,236.0,241,OVER,4,True,0.9
2023-03-10,2022-23,BKN,MIN,226.0,247,UNDER,2,False,-1.0
2023-03-10,2022-23,CLE,MIA,211.5,234,OVER,4,True,0.9
2023-03-12,2022-23,CLE,CHA,219.5,222,OVER,4,True,0.9
2023-03-14,2022-23,DET,WAS,222.5,214,OVER,1,False,-1.0
2023-03-14,2022-23,DEN,TOR,228.5,235,OVER,2,True,0.9
2023-03-14,2022-23,NYK,POR,229.0,230,OVER,8,True,0.9
2023-03-14,2022-23,MIL,PHX,231.5,220,UNDER,2,True,0.9
2023-03-15,2022-23,MEM,MIA,218.5,257,OVER,4,True,0.9
2023-03-15,2022-23,LAL,HOU,233.0,224,UNDER,2,True,0.9
2023-03-15,2022-23,DAL,SAS,225.5,265,OVER,4,True,0.9
2023-03-16,2022-23,ORL,PHX,228.5,229,OVER,2,True,0.9
2023-03-17,2022-23,GSW,ATL,250.5,246,OVER,2,False,-1.0
2023-03-18,2022-23,PHI,IND,230.0,262,OVER,2,True,0.9
2023-03-19,2022-23,DEN,BKN,228.5,210,UNDER,2,True,0.9
2023-03-19,2022-23,MIA,DET,219.5,212,OVER,2,False,-1.0
2023-03-20,2022-23,MIN,NYK,228.0,274,OVER,4,True,0.9
2023-03-20,2022-23,DAL,MEM,227.5,220,OVER,4,False,-1.0
2023-03-21,2022-23,CLE,BKN,217.0,224,OVER,4,True,0.9
2023-03-22,2022-23,GSW,DAL,235.5,252,OVER,4,True,0.9
2023-03-22,2022-23,ATL,MIN,241.5,249,OVER,2,True,0.9
2023-03-22,2022-23,PHX,LAL,227.5,233,OVER,4,True,0.9
2023-03-23,2022-23,CLE,BKN,219.0,230,OVER,4,True,0.9
2023-03-24,2022-23,DET,TOR,223.0,215,OVER,1,False,-1.0
2023-03-25,2022-23,BKN,MIA,221.0,229,UNDER,4,False,-1.0
2023-03-25,2022-23,MIL,DEN,237.0,235,UNDER,4,True,0.9
2023-03-26,2022-23,HOU,CLE,228.0,199,OVER,10,False,-1.0
2023-03-26,2022-23,MEM,ATL,248.0,242,UNDER,1,True,0.9
2023-03-26,2022-23,OKC,POR,232.5,230,UNDER,4,True,0.9
2023-03-27,2022-23,HOU,NYK,228.5,252,OVER,4,True,0.9
2023-03-27,2022-23,PHI,DEN,227.5,227,OVER,6,False,-1.0
2023-03-28,2022-23,BOS,WAS,222.5,241,OVER,1,True,0.9
2023-03-28,2022-23,ORL,MEM,229.0,221,UNDER,2,True,0.9
2023-03-29,2022-23,DAL,PHI,233.0,224,OVER,2,False,-1.0
2023-03-30,2022-23,NOP,DEN,225.5,195,OVER,2,False,-1.0
2023-03-31,2022-23,OKC,IND,243.0,238,UNDER,2,True,0.9
2023-03-31,2022-23,DET,HOU,228.5,236,OVER,4,True,0.9
2023-03-31,2022-23,DEN,PHX,223.5,193,OVER,1,False,-1.0
2023-04-01,2022-23,DAL,MIA,224.5,251,UNDER,2,False,-1.0
2023-04-02,2022-23,TOR,CHA,219.0,236,OVER,4,True,0.9
2023-04-02,2022-23,IND,CLE,231.0,220,UNDER,4,True,0.9
2023-04-04,2022-23,MIA,DET,216.5,223,OVER,2,True,0.9
2023-04-05,2022-23,NYK,IND,229.5,267,OVER,6,True,0.9
2023-04-05,2022-23,CHI,MIL,226.5,197,OVER,2,False,-1.0
2023-04-06,2022-23,CLE,ORL,214.0,212,UNDER,6,True,0.9
2023-04-06,2022-23,POR,SAS,228.0,256,OVER,4,True,0.9
2023-04-06,2022-23,DEN,PHX,222.5,234,OVER,1,True,0.9
2023-04-07,2022-23,MIA,WAS,218.0,222,OVER,4,True,0.9
2023-04-07,2022-23,NYK,NOP,223.5,218,UNDER,2,True,0.9
2023-04-07,2022-23,PHX,LAL,225.0,228,OVER,2,True,0.9
2023-04-08,2022-23,DEN,UTA,229.0,232,OVER,4,True,0.9
2023-04-08,2022-23,MIN,SAS,234.0,282,OVER,2,True,0.9
2023-04-09,2022-23,ATL,BOS,223.5,234,OVER,4,True,0.9
2023-04-09,2022-23,HOU,WAS,231.0,223,UNDER,4,True,0.9
2023-04-09,2022-23,CHA,CLE,216.5,201,UNDER,1,True,0.9
2023-04-09,2022-23,ORL,MIA,217.5,233,OVER,2,True,0.9
2023-04-09,2022-23,LAC,PHX,225.0,233,OVER,2,True,0.9
2023-04-11,2022-23,ATL,MIA,227.5,221,UNDER,2,True,0.9
2023-04-14,2022-23,OKC,MIN,228.5,215,UNDER,4,True,0.9
2023-04-15,2022-23,GSW,SAC,237.0,249,UNDER,1,False,-1.0
2023-04-16,2022-23,MIN,DEN,225.0,189,OVER,4,False,-1.0
2023-04-17,2022-23,BKN,PHI,212.5,180,UNDER,6,True,0.9
2023-04-18,2022-23,NYK,CLE,214.0,197,UNDER,1,True,0.9
2023-04-20,2022-23,PHX,LAC,225.5,253,UNDER,2,False,-1.0
2023-04-21,2022-23,BOS,ATL,229.0,252,OVER,4,True,0.9
2023-04-22,2022-23,PHX,LAC,227.5,212,UNDER,2,True,0.9
2023-04-22,2022-23,MIL,MIA,215.0,220,UNDER,2,False,-1.0
2023-04-23,2022-23,BOS,ATL,231.0,250,OVER,2,True,0.9
2023-04-23,2022-23,DEN,MIN,222.5,222,OVER,4,False,-1.0
2023-04-26,2022-23,MIA,MIL,217.5,254,OVER,2,True,0.9
2023-04-27,2022-23,BOS,ATL,230.5,248,OVER,2,True,0.9
2023-04-30,2022-23,GSW,SAC,229.5,220,OVER,4,False,-1.0
2023-05-01,2022-23,PHI,BOS,215.0,234,OVER,8,True,0.9
2023-05-02,2022-23,LAL,GSW,227.5,229,OVER,8,True,0.9
2023-05-03,2022-23,PHI,BOS,213.5,208,OVER,8,False,-1.0
2023-05-04,2022-23,LAL,GSW,226.5,227,OVER,8,True,0.9
2023-05-07,2022-23,DEN,PHX,226.0,253,OVER,4,True,0.9
2023-05-11,2022-23,DEN,PHX,226.0,225,OVER,4,False,-1.0
2023-05-19,2022-23,MIA,BOS,211.5,216,OVER,10,True,0.9
2023-05-20,2022-23,DEN,LAL,222.5,227,OVER,2,True,0.9
2023-05-21,2022-23,BOS,MIA,218.5,230,UNDER,2,False,-1.0
2023-05-27,2022-23,BOS,MIA,214.5,207,UNDER,2,True,0.9
2023-10-25,2023-24,BOS,NYK,223.0,212,OVER,4,False,-1.0
2023-10-25,2023-24,WAS,IND,235.5,263,UNDER,4,False,-1.0
2023-10-25,2023-24,DET,MIA,218.5,205,UNDER,8,True,0.9
2023-10-25,2023-24,OKC,CHI,224.5,228,OVER,4,True,0.9
2023-10-25,2023-24,SAC,UTA,234.0,244,OVER,4,True,0.9
2023-10-26,2023-24,PHI,MIL,228.5,235,OVER,8,True,0.9
2023-10-27,2023-24,NYK,ATL,229.0,246,OVER,8,True,0.9
2023-10-27,2023-24,HOU,SAS,224.5,248,OVER,4,True,0.9
2023-10-27,2023-24,LAC,UTA,227.5,238,OVER,2,True,0.9
2023-10-27,2023-24,GSW,SAC,237.5,236,OVER,4,False,-1.0
2023-10-28,2023-24,CHI,DET,213.5,220,OVER,2,True,0.9
2023-10-28,2023-24,MIA,MIN,214.5,196,UNDER,2,True,0.9
2023-10-28,2023-24,UTA,PHX,223.0,230,OVER,2,True,0.9
2023-10-29,2023-24,POR,PHI,217.0,224,UNDER,2,False,-1.0
2023-10-29,2023-24,LAL,SAC,235.5,259,UNDER,1,False,-1.0
2023-10-30,2023-24,MIN,ATL,228.0,240,OVER,6,True,0.9
2023-10-30,2023-24,MIA,MIL,226.0,236,OVER,2,True,0.9
2023-10-30,2023-24,DET,OKC,224.5,236,OVER,2,True,0.9
2023-10-30,2023-24,ORL,LAL,219.5,209,OVER,4,False,-1.0
2023-11-01,2023-24,BKN,MIA,222.5,214,UNDER,4,True,0.9
2023-11-01,2023-24,DEN,MIN,219.5,199,OVER,2,False,-1.0
2023-11-01,2023-24,CHI,DAL,220.5,219,UNDER,4,True,0.9
2023-11-01,2023-24,SAC,GSW,228.0,203,OVER,8,False,-1.0
2023-11-02,2023-24,SAS,PHX,229.5,253,OVER,1,True,0.9
2023-11-03,2023-24,CLE,IND,230.5,237,OVER,4,True,0.9
2023-11-03,2023-24,GSW,OKC,225.0,280,OVER,4,True,0.9
2023-11-04,2023-24,PHX,PHI,220.5,212,UNDER,2,True,0.9
2023-11-04,2023-24,ATL,NOP,237.5,228,UNDER,4,True,0.9
2023-11-05,2023-24,TOR,SAS,222.0,239,OVER,4,True,0.9
2023-11-05,2023-24,MEM,POR,219.0,212,UNDER,1,True,0.9
2023-11-06,2023-24,UTA,CHI,234.5,243,OVER,2,True,0.9
2023-11-06,2023-24,BOS,MIN,217.5,223,OVER,2,True,0.9
2023-11-08,2023-24,UTA,IND,243.0,252,UNDER,2,False,-1.0
2023-11-08,2023-24,BOS,PHI,229.5,209,UNDER,4,True,0.9
2023-11-08,2023-24,DET,MIL,227.0,238,OVER,1,True,0.9
2023-11-08,2023-24,NOP,MIN,216.0,223,UNDER,2,False,-1.0
2023-11-09,2023-24,MIL,IND,239.5,250,UNDER,2,False,-1.0
2023-11-10,2023-24,BKN,BOS,229.5,228,UNDER,2,True,0.9
2023-11-10,2023-24,MIN,SAS,225.0,227,OVER,4,True,0.9
2023-11-11,2023-24,MIL,ORL,226.5,209,UNDER,2,True,0.9
2023-11-11,2023-24,TOR,BOS,222.5,211,UNDER,2,True,0.9
2023-11-12,2023-24,WAS,BKN,233.5,196,UNDER,8,True,0.9
2023-11-12,2023-24,MEM,LAC,224.5,206,UNDER,6,True,0.9
2023-11-13,2023-24,NYK,BOS,220.0,212,UNDER,2,True,0.9
2023-11-13,2023-24,CLE,SAC,229.0,252,OVER,4,True,0.9
2023-11-14,2023-24,MIA,CHA,221.5,216,UNDER,4,True,0.9
2023-11-14,2023-24,MIN,GSW,215.5,205,UNDER,5,True,0.9
2023-11-15,2023-24,BOS,PHI,228.5,224,UNDER,4,True,0.9
2023-11-15,2023-24,NYK,ATL,229.0,230,OVER,2,True,0.9
2023-11-16,2023-24,BKN,MIA,214.5,237,OVER,12,True,0.9
2023-11-17,2023-24,PHI,ATL,238.5,242,UNDER,4,False,-1.0
2023-11-17,2023-24,ORL,CHI,215.5,200,OVER,4,False,-1.0
2023-11-17,2023-24,HOU,LAC,221.5,206,UNDER,6,True,0.9
2023-11-18,2023-24,DAL,MIL,247.5,257,UNDER,1,False,-1.0
2023-11-19,2023-24,DET,TOR,219.0,255,UNDER,4,False,-1.0
2023-11-19,2023-24,ORL,IND,236.0,244,UNDER,4,False,-1.0
2023-11-19,2023-24,SAC,DAL,247.0,242,UNDER,1,True,0.9
2023-11-20,2023-24,NYK,MIN,214.5,217,OVER,4,True,0.9
2023-11-22,2023-24,DEN,ORL,219.0,243,OVER,4,True,0.9
2023-11-22,2023-24,TOR,IND,242.0,263,UNDER,1,False,-1.0
2023-11-22,2023-24,PHI,MIN,221.0,211,OVER,2,False,-1.0
2023-11-22,2023-24,SAC,NOP,235.0,229,UNDER,1,True,0.9
2023-11-22,2023-24,UTA,POR,228.0,226,OVER,2,False,-1.0
2023-11-24,2023-24,BOS,ORL,221.0,209,OVER,4,False,-1.0
2023-11-24,2023-24,SAC,MIN,230.5,235,UNDER,4,False,-1.0
2023-11-25,2023-24,LAL,CLE,228.0,236,OVER,6,True,0.9
2023-11-25,2023-24,DAL,LAC,237.0,195,UNDER,1,True,0.9
2023-11-26,2023-24,CHA,ORL,228.5,247,OVER,4,True,0.9
2023-11-26,2023-24,SAS,DEN,229.5,252,OVER,6,True,0.9
2023-11-27,2023-24,LAL,PHI,230.5,232,OVER,2,True,0.9
2023-11-27,2023-24,NOP,UTA,232.0,226,UNDER,4,True,0.9
2023-11-28,2023-24,CHI,BOS,219.0,221,OVER,8,True,0.9
2023-11-29,2023-24,PHX,TOR,225.5,217,OVER,4,False,-1.0
2023-11-29,2023-24,PHI,NOP,232.5,238,OVER,4,True,0.9
2023-11-29,2023-24,HOU,DEN,227.5,258,OVER,10,True,0.9
2023-11-30,2023-24,MIL,CHI,226.0,233,OVER,1,True,0.9
2023-12-01,2023-24,NYK,TOR,218.5,225,OVER,2,True,0.9
2023-12-01,2023-24,PHI,BOS,217.5,244,OVER,8,True,0.9
2023-12-01,2023-24,DEN,PHX,226.5,230,OVER,10,True,0.9
2023-12-02,2023-24,POR,UTA,217.5,231,UNDER,2,False,-1.0
2023-12-05,2023-24,NYK,MIL,229.5,268,OVER,4,True,0.9
2023-12-06,2023-24,MEM,DET,216.5,218,OVER,4,True,0.9
2023-12-06,2023-24,ORL,CLE,225.0,232,OVER,4,True,0.9
2023-12-06,2023-24,PHI,WAS,234.5,257,OVER,2,True,0.9
2023-12-06,2023-24,MIA,TOR,219.5,215,UNDER,2,True,0.9
2023-12-06,2023-24,SAS,MIN,231.0,196,OVER,2,False,-1.0
2023-12-06,2023-24,OKC,HOU,224.5,211,OVER,4,False,-1.0
2023-12-08,2023-24,DET,ORL,229.5,214,OVER,1,False,-1.0
2023-12-08,2023-24,NYK,BOS,220.5,256,UNDER,2,False,-1.0
2023-12-08,2023-24,CLE,MIA,223.0,210,UNDER,2,True,0.9
2023-12-08,2023-24,GSW,OKC,236.0,274,OVER,4,True,0.9
2023-12-11,2023-24,DEN,ATL,242.0,251,OVER,2,True,0.9
2023-12-12,2023-24,GSW,PHX,228.5,235,OVER,8,True,0.9
2023-12-13,2023-24,ATL,TOR,240.5,263,UNDER,1,False,-1.0
2023-12-13,2023-24,NYK,UTA,229.5,230,UNDER,2,False,-1.0
2023-12-14,2023-24,CHI,MIA,213.0,240,OVER,2,True,0.9
2023-12-14,2023-24,MIN,DAL,231.0,220,UNDER,8,True,0.9
2023-12-14,2023-24,UTA,POR,226.5,236,OVER,4,True,0.9
2023-12-15,2023-24,NOP,CHA,234.0,219,OVER,4,False,-1.0
2023-12-15,2023-24,ATL,TOR,240.5,229,UNDER,1,True,0.9
2023-12-15,2023-24,LAL,SAS,235.5,244,UNDER,2,False,-1.0
2023-12-15,2023-24,ORL,BOS,227.5,239,OVER,2,True,0.9
2023-12-16,2023-24,CHI,MIA,219.5,234,OVER,4,True,0.9
2023-12-16,2023-24,OKC,DEN,237.5,235,UNDER,4,True,0.9
2023-12-16,2023-24,DAL,POR,233.0,251,UNDER,2,False,-1.0
2023-12-18,2023-24,MIN,MIA,215.5,220,OVER,4,True,0.9
2023-12-18,2023-24,NYK,LAL,235.5,223,UNDER,6,True,0.9
2023-12-20,2023-24,UTA,CLE,225.5,240,OVER,8,True,0.9
2023-12-20,2023-24,MIA,ORL,219.5,221,UNDER,6,False,-1.0
2023-12-20,2023-24,ATL,HOU,233.0,261,UNDER,2,False,-1.0
2023-12-21,2023-24,NOP,CLE,225.0,227,OVER,2,True,0.9
2023-12-23,2023-24,ORL,IND,245.0,227,UNDER,2,True,0.9
2023-12-23,2023-24,MEM,ATL,237.0,244,UNDER,1,False,-1.0
2023-12-23,2023-24,UTA,TOR,232.5,245,OVER,2,True,0.9
2023-12-23,2023-24,MIN,SAC,232.5,208,UNDER,4,True,0.9
2023-12-26,2023-24,BKN,DET,228.5,230,OVER,4,True,0.9
2023-12-26,2023-24,MEM,NOP,229.0,231,OVER,4,True,0.9
2023-12-26,2023-24,MIN,OKC,230.5,235,UNDER,4,False,-1.0
2023-12-28,2023-24,IND,CHI,238.5,224,UNDER,1,True,0.9
2023-12-28,2023-24,SAS,POR,233.0,223,UNDER,2,True,0.9
2023-12-29,2023-24,TOR,BOS,228.5,238,OVER,2,True,0.9
2023-12-29,2023-24,SAS,POR,233.5,262,UNDER,2,False,-1.0
2023-12-30,2023-24,NYK,IND,245.5,266,UNDER,2,False,-1.0
2024-01-03,2023-24,TOR,MEM,228.0,227,UNDER,2,True,0.9
2024-01-05,2023-24,NYK,PHI,233.5,220,OVER,2,False,-1.0
2024-01-05,2023-24,MIA,PHX,227.5,210,OVER,4,False,-1.0
2024-01-06,2023-24,BOS,IND,250.0,219,UNDER,2,True,0.9
2024-01-07,2023-24,SAS,CLE,232.0,232,UNDER,4,False,-1.0
2024-01-07,2023-24,ATL,ORL,240.0,227,UNDER,1,True,0.9
2024-01-07,2023-24,MIN,DAL,234.0,223,UNDER,8,True,0.9
2024-01-08,2023-24,HOU,MIA,218.5,233,OVER,4,True,0.9
2024-01-09,2023-24,MIN,ORL,215.5,205,UNDER,4,True,0.9
2024-01-09,2023-24,TOR,LAL,239.5,263,UNDER,6,False,-1.0
2024-01-11,2023-24,BOS,MIL,245.5,237,UNDER,1,True,0.9
2024-01-12,2023-24,TOR,UTA,242.5,258,UNDER,1,False,-1.0
2024-01-12,2023-24,NOP,DEN,230.0,238,UNDER,8,False,-1.0
