num,date,league,matchup,away,away_score,home,home_score,actual_total,market_total,market_spread,abs_spread,favorite,underdog,ud_score,pick,tier,ensemble,win_prob,rule,base_line,scaled_over,scaled_under,zone_width,flat,primary_result,dual_result,both_hit
716,2026-01-23,WNBA,TOR@MIN,TOR,93,MIN,100,193,187.0,17.5,17.5,MIN,TOR,93,OVER,A,4.23,0.2,Rule2:StructuralOutlier,84.8,63.1,106.4,43.2,5,HIT,HIT,True
717,2026-01-23,WNBA,IND@SEA,IND,105,SEA,95,200,186.5,9.5,9.5,IND,SEA,95,OVER,A,54.32,2.9,Rule1:UpsetClause,88.5,74.5,102.5,28.1,5,HIT,HIT,True
718,2026-01-23,WNBA,NY@LA,NY,113,LA,109,222,182.5,4.5,4.5,NY,LA,109,UNDER,B,-11.86,13.0,Rule1:UpsetClause,89.0,77.5,100.5,23.0,7,MISS,HIT,False
719,2026-01-24,NBA,BOS@CHI,BOS,111,CHI,114,225,232.0,3.0,3.0,BOS,CHI,114,OVER,C,22.09,18.6,Rule3:OverExecution,114.5,99.3,129.7,30.3,12,HIT,HIT,True
720,2026-01-24,NBA,CLE@ORL,CLE,119,ORL,105,224,226.0,1.0,1.0,ORL,CLE,119,UNDER,C,-23.73,27.2,Rule4:UnderExecution,112.5,99.5,125.5,26.1,12,HIT,HIT,True
721,2026-01-24,NBA,LAL@DAL,LAL,116,DAL,110,226,234.0,4.0,4.0,DAL,LAL,116,OVER,B,21.15,14.7,Rule1:UpsetClause,115.0,104.0,126.0,22.0,7,HIT,HIT,True
722,2026-01-24,NBA,MIA@UTA,MIA,147,UTA,116,263,244.5,6.5,6.5,UTA,MIA,147,OVER,A,51.83,7.4,Rule1:UpsetClause,119.0,107.8,130.2,22.4,5,HIT,MISS,False
723,2026-01-24,NBA,NYK@PHI,NYK,112,PHI,109,221,228.0,1.0,1.0,NYK,PHI,109,OVER,C,3.64,27.2,Rule3:OverExecution,113.5,100.5,126.5,26.1,12,HIT,HIT,True
724,2026-01-24,NBA,WAS@CHA,WAS,115,CHA,119,234,232.5,11.5,11.5,CHA,WAS,115,UNDER,A,-32.35,1.5,Rule1:UpsetClause,110.5,94.6,126.4,31.8,5,HIT,HIT,True
725,2026-01-25,NBA,BKN@LAC,BKN,89,LAC,126,215,211.5,10.5,10.5,LAC,BKN,89,UNDER,A,-8.21,2.1,Rule1:UpsetClause,100.5,85.5,115.5,29.9,5,HIT,HIT,True
726,2026-01-25,NBA,GSW@MIN,GSW,111,MIN,85,196,236.5,6.0,6.0,GSW,MIN,85,OVER,A,84.71,8.6,Rule1:UpsetClause,115.2,104.5,126.0,21.4,5,MISS,HIT,False
727,2026-01-25,NBA,MIA@PHX,MIA,111,PHX,102,213,226.0,4.5,4.5,MIA,PHX,102,UNDER,B,-3.81,13.0,Rule1:UpsetClause,110.8,99.2,122.2,23.0,7,HIT,HIT,True
728,2026-01-25,NBA,NOP@SAS,NOP,104,SAS,95,199,239.5,11.5,11.5,NOP,SAS,95,UNDER,A,-43.67,1.5,Rule1:UpsetClause,114.0,98.1,129.9,31.9,5,HIT,MISS,False
729,2026-01-25,NBA,SAC@DET,SAC,116,DET,139,255,227.0,13.0,13.0,DET,SAC,116,UNDER,A,-68.29,0.9,Rule2:StructuralOutlier,107.0,89.7,124.3,34.7,5,HIT,HIT,True
730,2026-01-25,NBA,TOR@OKC,TOR,103,OKC,101,204,225.5,11.0,11.0,TOR,OKC,101,OVER,A,86.97,1.7,Rule1:UpsetClause,107.2,91.8,122.7,30.9,5,HIT,HIT,True
731,2026-01-26,NBA,GSW@MIN,GSW,83,MIN,108,191,226.5,8.0,8.0,MIN,GSW,83,UNDER,A,-7.38,4.7,Rule1:UpsetClause,109.2,96.7,121.8,25.2,5,HIT,MISS,False
732,2026-01-26,NBA,IND@ATL,IND,116,ATL,132,248,234.0,5.5,5.5,ATL,IND,116,UNDER,A,-28.65,9.9,Rule1:UpsetClause,114.2,104.0,124.5,20.4,5,HIT,HIT,True
733,2026-01-26,NBA,LAL@CHI,LAL,129,CHI,118,247,236.0,1.5,1.5,CHI,LAL,129,UNDER,C,-11.19,25.0,Rule4:UnderExecution,117.2,103.7,130.8,27.1,12,HIT,HIT,True
734,2026-01-26,NBA,MEM@HOU,MEM,99,HOU,108,207,225.5,11.0,11.0,HOU,MEM,99,UNDER,A,-11.01,1.7,Rule1:UpsetClause,107.2,91.8,122.7,30.9,5,HIT,HIT,True
735,2026-01-26,NBA,ORL@CLE,ORL,98,CLE,114,212,222.5,5.0,5.0,CLE,ORL,98,UNDER,B,-23.73,11.4,Rule1:UpsetClause,108.8,96.8,120.8,24.0,7,HIT,HIT,True
736,2026-01-26,NBA,PHI@CHA,PHI,93,CHA,130,223,229.5,2.0,2.0,CHA,PHI,93,UNDER,C,-25.49,22.8,Rule4:UnderExecution,113.8,99.7,127.8,28.2,12,HIT,MISS,False
737,2026-01-26,NBA,POR@BOS,POR,94,BOS,102,196,223.0,8.5,8.5,BOS,POR,94,UNDER,A,-6.73,4.0,Rule1:UpsetClause,107.2,94.2,120.3,26.2,5,HIT,MISS,False
738,2026-01-27,NBA,BKN@PHX,BKN,102,PHX,106,208,210.5,8.0,8.0,PHX,BKN,102,UNDER,A,-34.09,4.7,Rule1:UpsetClause,101.2,88.7,113.8,25.2,5,HIT,HIT,True
739,2026-01-27,NBA,DET@DEN,DET,109,DEN,107,216,216.0,7.5,7.5,DEN,DET,109,UNDER,A,-6.57,5.5,Rule1:UpsetClause,104.2,92.1,116.4,24.2,5,HIT,HIT,True
740,2026-01-27,NBA,LAC@UTA,LAC,115,UTA,103,218,234.5,8.5,8.5,UTA,LAC,115,OVER,A,52.69,4.0,Rule1:UpsetClause,113.0,99.9,126.1,26.2,5,HIT,HIT,True
741,2026-01-27,NBA,MIL@PHI,MIL,122,PHI,139,261,219.5,10.0,10.0,PHI,MIL,122,UNDER,A,-28.01,2.4,Rule1:UpsetClause,104.8,90.2,119.2,29.0,5,MISS,HIT,False
742,2026-01-27,NBA,NOP@OKC,NOP,95,OKC,104,199,233.0,14.5,14.5,OKC,NOP,95,UNDER,A,-57.7,0.5,Rule2:StructuralOutlier,109.2,90.5,128.0,37.6,5,HIT,HIT,True
743,2026-01-27,NBA,POR@WAS,POR,111,WAS,115,226,232.5,7.0,7.0,POR,WAS,115,OVER,A,9.63,6.4,Rule1:UpsetClause,112.8,101.1,124.4,23.3,5,HIT,HIT,True
744,2026-01-27,NBA,SAC@NYK,SAC,87,NYK,103,190,225.0,14.5,14.5,NYK,SAC,87,UNDER,A,-28.82,0.5,Rule2:StructuralOutlier,105.2,86.5,124.0,37.6,5,HIT,HIT,True
745,2026-01-28,NBA,ATL@BOS,ATL,117,BOS,106,223,232.0,5.5,5.5,BOS,ATL,117,OVER,A,3.72,9.9,Rule1:UpsetClause,113.2,103.0,123.5,20.4,5,HIT,HIT,True
746,2026-01-28,NBA,CHA@MEM,CHA,112,MEM,97,209,231.0,2.0,2.0,MEM,CHA,112,UNDER,C,-60.7,22.8,Rule4:UnderExecution,114.5,100.4,128.6,28.2,12,HIT,HIT,True
747,2026-01-28,NBA,CHI@IND,CHI,110,IND,113,223,236.0,2.0,2.0,CHI,IND,113,UNDER,C,-10.77,22.8,Rule4:UnderExecution,117.0,102.9,131.1,28.2,12,HIT,HIT,True
748,2026-01-28,NBA,GSW@UTA,GSW,140,UTA,124,264,242.0,9.0,9.0,UTA,GSW,140,UNDER,A,-19.06,3.4,Rule1:UpsetClause,116.5,103.0,130.1,27.1,5,MISS,HIT,False
749,2026-01-28,NBA,LAL@CLE,LAL,99,CLE,129,228,233.5,4.0,4.0,CLE,LAL,99,UNDER,B,-35.23,14.7,Rule1:UpsetClause,114.8,103.8,125.8,22.0,7,HIT,MISS,False
750,2026-01-28,NBA,MIN@DAL,MIN,118,DAL,105,223,229.0,8.5,8.5,DAL,MIN,118,OVER,A,18.81,4.0,Rule1:UpsetClause,110.2,97.2,123.3,26.2,5,HIT,HIT,True
751,2026-01-28,NBA,NYK@TOR,NYK,119,TOR,92,211,220.5,2.0,2.0,TOR,NYK,119,UNDER,C,-23.35,22.8,Rule4:UnderExecution,109.2,95.2,123.3,28.2,12,HIT,HIT,True
752,2026-01-28,NBA,ORL@MIA,ORL,133,MIA,124,257,232.5,3.0,3.0,MIA,ORL,133,UNDER,C,-4.69,18.6,Rule4:UnderExecution,114.8,99.6,129.9,30.3,12,MISS,HIT,False
753,2026-01-28,NBA,SAS@HOU,SAS,111,HOU,99,210,220.0,3.0,3.0,HOU,SAS,111,UNDER,C,-66.06,18.6,Rule4:UnderExecution,108.5,93.3,123.7,30.3,12,HIT,HIT,True
754,2026-01-29,NBA,BKN@DEN,BKN,103,DEN,107,210,209.0,6.0,6.0,DEN,BKN,103,OVER,A,2.71,8.6,Rule1:UpsetClause,101.5,90.8,112.2,21.4,5,HIT,HIT,True
755,2026-01-29,NBA,CHA@DAL,CHA,123,DAL,121,244,225.5,3.0,3.0,DAL,CHA,123,UNDER,C,-46.83,18.6,Rule4:UnderExecution,111.2,96.1,126.4,30.3,12,HIT,HIT,True
756,2026-01-29,NBA,DET@PHX,DET,96,PHX,114,210,214.5,3.0,3.0,PHX,DET,96,UNDER,C,-27.93,18.6,Rule4:UnderExecution,105.8,90.6,120.9,30.3,12,HIT,HIT,True
757,2026-01-29,NBA,HOU@ATL,HOU,104,ATL,86,190,225.0,6.5,6.5,HOU,ATL,86,UNDER,A,-11.08,7.4,Rule1:UpsetClause,109.2,98.1,120.4,22.3,5,HIT,MISS,False
758,2026-01-29,NBA,MIA@CHI,MIA,116,CHI,113,229,238.0,2.0,2.0,MIA,CHI,113,OVER,C,15.19,22.8,Rule3:OverExecution,118.0,103.9,132.1,28.2,12,HIT,HIT,True
759,2026-01-29,NBA,MIL@WAS,MIL,99,WAS,109,208,223.5,2.0,2.0,MIL,WAS,109,UNDER,C,-7.01,22.8,Rule4:UnderExecution,110.8,96.7,124.8,28.2,12,HIT,HIT,True
760,2026-01-29,NBA,OKC@MIN,OKC,111,MIN,123,234,228.0,5.5,5.5,MIN,OKC,111,OVER,A,13.7,9.9,Rule1:UpsetClause,111.2,101.0,121.5,20.4,5,HIT,HIT,True
761,2026-01-29,NBA,SAC@PHI,SAC,111,PHI,113,224,229.0,10.0,10.0,PHI,SAC,111,OVER,A,0.27,2.4,Rule1:UpsetClause,109.5,95.0,124.0,29.0,5,HIT,HIT,True
762,2026-01-30,NBA,BKN@UTA,BKN,109,UTA,99,208,226.0,4.0,4.0,UTA,BKN,109,OVER,B,4.99,14.7,Rule1:UpsetClause,111.0,100.0,122.0,22.0,7,HIT,HIT,True
763,2026-01-30,NBA,CLE@PHX,CLE,113,PHX,126,239,222.0,1.5,1.5,PHX,CLE,113,UNDER,C,-52.69,25.0,Rule4:UnderExecution,110.2,96.7,123.8,27.2,12,HIT,HIT,True
764,2026-01-30,NBA,DET@GSW,DET,131,GSW,124,255,226.5,2.5,2.5,GSW,DET,131,UNDER,C,-19.91,20.7,Rule4:UnderExecution,112.0,97.4,126.6,29.2,12,MISS,HIT,False
765,2026-01-30,NBA,LAC@DEN,LAC,109,DEN,122,231,219.0,2.5,2.5,DEN,LAC,109,OVER,C,19.17,20.7,Rule3:OverExecution,108.2,93.6,122.9,29.2,12,HIT,HIT,True
766,2026-01-30,NBA,LAL@WAS,LAL,142,WAS,111,253,230.0,10.5,10.5,LAL,WAS,111,UNDER,A,-19.37,2.1,Rule1:UpsetClause,109.8,94.8,124.7,29.9,5,HIT,HIT,True
767,2026-01-30,NBA,MEM@NOP,MEM,106,NOP,114,220,231.0,3.5,3.5,NOP,MEM,106,UNDER,B,-58.73,16.6,Rule4:UnderExecution,113.8,103.2,124.2,21.0,7,HIT,HIT,True
768,2026-01-30,NBA,POR@NYK,POR,97,NYK,127,224,224.0,6.5,6.5,NYK,POR,97,UNDER,A,-75.8,7.4,Rule1:UpsetClause,108.8,97.6,119.9,22.3,5,HIT,MISS,False
769,2026-01-30,NBA,SAC@BOS,SAC,93,BOS,112,205,216.5,12.0,12.0,BOS,SAC,93,UNDER,A,-35.3,1.2,Rule1:UpsetClause,102.2,85.8,118.7,32.8,5,HIT,HIT,True
770,2026-01-30,NBA,TOR@ORL,TOR,120,ORL,130,250,222.0,2.5,2.5,ORL,TOR,120,UNDER,C,-37.28,20.7,Rule4:UnderExecution,109.8,95.1,124.4,29.2,12,HIT,HIT,True
771,2026-01-31,NBA,ATL@IND,ATL,124,IND,129,253,235.0,1.5,1.5,ATL,IND,129,UNDER,C,-43.42,25.0,Rule4:UnderExecution,116.8,103.2,130.3,27.1,12,HIT,HIT,True
772,2026-01-31,NBA,CHI@MIA,CHI,125,MIA,118,243,232.5,-6.0,6.0,CHI,MIA,118,OVER,A,4.4,46.6,Rule3:OverExecution,113.2,102.5,124.0,21.4,5,HIT,HIT,True
773,2026-01-31,NBA,DAL@HOU,DAL,107,HOU,111,218,222.5,-10.5,10.5,DAL,HOU,111,OVER,A,13.58,49.3,Rule3:OverExecution,106.0,91.0,121.0,29.9,5,HIT,HIT,True
774,2026-01-31,NBA,MIN@MEM,MIN,131,MEM,114,245,229.5,11.0,11.0,MIN,MEM,114,UNDER,A,-40.04,1.7,Rule1:UpsetClause,109.2,93.8,124.7,30.9,5,HIT,HIT,True
775,2026-01-31,NBA,NOP@PHI,NOP,114,PHI,124,238,235.0,6.5,6.5,PHI,NOP,114,UNDER,A,-29.1,7.4,Rule1:UpsetClause,114.2,103.1,125.4,22.3,5,HIT,HIT,True
776,2026-01-31,NBA,SAS@CHA,SAS,106,CHA,111,217,218.5,4.0,4.0,CHA,SAS,106,UNDER,B,-62.76,14.7,Rule1:UpsetClause,107.2,96.2,118.2,22.0,7,HIT,HIT,True
777,2026-01-31,WNBA,SEA@ATL,SEA,89,ATL,98,187,180.0,12.5,12.5,ATL,SEA,89,OVER,A,49.14,1.0,Rule2:StructuralOutlier,83.8,66.9,100.6,33.8,5,HIT,HIT,True
778,2026-01-31,WNBA,DAL@WAS,DAL,75,WAS,81,156,166.5,3.5,3.5,DAL,WAS,81,UNDER,B,-2.5,16.6,Rule4:UnderExecution,81.5,71.0,92.0,21.0,7,HIT,HIT,True
779,2026-01-31,WNBA,IND@PDX,IND,112,PDX,98,210,189.0,7.5,7.5,IND,PDX,98,OVER,A,33.45,5.5,Rule1:UpsetClause,90.8,78.6,102.9,24.2,5,HIT,HIT,True
780,2026-02-01,NBA,BK@DET,BK,77,DET,130,207,214.0,14.0,14.0,DET,BK,77,UNDER,A,-7.89,0.6,Rule2:StructuralOutlier,100.0,81.7,118.3,36.6,5,HIT,MISS,False
781,2026-02-01,NBA,BKN@DET,BKN,77,DET,130,207,214.0,14.0,14.0,DET,BKN,77,UNDER,A,-13.21,0.6,Rule2:StructuralOutlier,100.0,81.7,118.3,36.6,5,HIT,MISS,False
782,2026-02-01,NBA,CHI@MIA,CHI,91,MIA,134,225,233.5,5.5,5.5,MIA,CHI,91,UNDER,A,-1.15,9.9,Rule1:UpsetClause,114.0,103.8,124.2,20.4,5,HIT,MISS,False
783,2026-02-01,NBA,LAL@NYK,LAL,100,NYK,112,212,227.5,6.0,6.0,NYK,LAL,100,UNDER,A,-40.67,8.6,Rule1:UpsetClause,110.8,100.0,121.5,21.4,5,HIT,MISS,False
784,2026-02-01,NBA,MIL@BOS,MIL,79,BOS,107,186,217.5,13.0,13.0,BOS,MIL,79,UNDER,A,-43.65,0.9,Rule2:StructuralOutlier,102.2,84.9,119.6,34.7,5,HIT,MISS,False
785,2026-02-01,NBA,SAC@WAS,SAC,112,WAS,116,228,227.0,1.5,1.5,SAC,WAS,116,UNDER,C,-66.08,25.0,Rule4:UnderExecution,112.8,99.2,126.3,27.2,12,HIT,HIT,True
786,2026-02-01,NBA,UTA@TOR,UTA,100,TOR,107,207,234.5,10.0,10.0,TOR,UTA,100,OVER,A,12.52,2.4,Rule1:UpsetClause,112.2,97.8,126.8,29.0,5,HIT,HIT,True
787,2026-02-02,NBA,HOU@IND,HOU,118,IND,114,232,218.5,6.5,6.5,HOU,IND,114,UNDER,A,-45.4,7.4,Rule1:UpsetClause,106.0,94.8,117.2,22.3,5,HIT,HIT,True
788,2026-02-02,NBA,MIN@MEM,MIN,128,MEM,137,265,232.0,7.5,7.5,MEM,MIN,128,UNDER,A,-1.21,5.5,Rule1:UpsetClause,112.2,100.1,124.4,24.2,5,MISS,HIT,False
789,2026-02-02,NBA,NOP@CHA,NOP,95,CHA,102,197,230.0,6.5,6.5,CHA,NOP,95,UNDER,A,-54.35,7.4,Rule1:UpsetClause,111.8,100.6,122.9,22.3,5,HIT,MISS,False
790,2026-02-02,NBA,PHI@LAC,PHI,128,LAC,113,241,220.0,1.0,1.0,PHI,LAC,113,OVER,C,35.86,27.2,Rule3:OverExecution,109.5,96.5,122.5,26.1,12,HIT,HIT,True
791,2026-02-03,NBA,ATL@MIA,ATL,127,MIA,115,242,236.5,1.0,1.0,MIA,ATL,127,UNDER,C,-6.47,27.2,Rule4:UnderExecution,117.8,104.7,130.8,26.1,12,HIT,HIT,True
792,2026-02-03,NBA,BOS@DAL,BOS,110,DAL,100,210,223.0,7.0,7.0,DAL,BOS,110,UNDER,A,-57.29,6.4,Rule1:UpsetClause,108.0,96.3,119.7,23.3,5,HIT,HIT,True
793,2026-02-03,NBA,CHI@MIL,CHI,115,MIL,131,246,222.5,1.5,1.5,MIL,CHI,115,UNDER,C,-43.1,25.0,Rule4:UnderExecution,110.5,96.9,124.1,27.2,12,HIT,HIT,True
794,2026-02-03,NBA,DEN@DET,DEN,121,DET,124,245,229.5,5.0,5.0,DET,DEN,121,UNDER,B,-5.46,11.4,Rule1:UpsetClause,112.2,100.2,124.2,24.0,7,HIT,HIT,True
795,2026-02-03,NBA,LAL@BKN,LAL,125,BKN,109,234,223.0,7.5,7.5,BKN,LAL,125,UNDER,A,-47.06,5.5,Rule1:UpsetClause,107.8,95.6,119.9,24.2,5,MISS,HIT,False
796,2026-02-03,NBA,NYK@WAS,NYK,132,WAS,101,233,228.0,13.0,13.0,NYK,WAS,101,UNDER,A,-38.59,0.9,Rule2:StructuralOutlier,107.5,90.2,124.8,34.7,5,HIT,HIT,True
797,2026-02-03,NBA,ORL@OKC,ORL,92,OKC,128,220,222.5,12.0,12.0,OKC,ORL,92,UNDER,A,-26.2,1.2,Rule1:UpsetClause,105.2,88.8,121.7,32.8,5,HIT,HIT,True
798,2026-02-03,NBA,PHI@GSW,PHI,113,GSW,94,207,222.5,4.5,4.5,GSW,PHI,113,OVER,B,25.68,13.0,Rule1:UpsetClause,109.0,97.5,120.5,23.0,7,HIT,HIT,True
799,2026-02-03,NBA,PHX@POR,PHX,130,POR,125,255,219.0,2.5,2.5,POR,PHX,130,UNDER,C,-14.41,20.7,Rule4:UnderExecution,108.2,93.6,122.9,29.2,12,MISS,HIT,False
800,2026-02-03,NBA,UTA@IND,UTA,131,IND,122,253,232.5,2.5,2.5,UTA,IND,122,UNDER,C,-2.1,20.7,Rule4:UnderExecution,115.0,100.4,129.6,29.2,12,HIT,HIT,True
801,2026-02-04,NBA,BOS@HOU,BOS,114,HOU,93,207,210.5,8.0,8.0,HOU,BOS,114,UNDER,A,-97.09,4.7,Rule1:UpsetClause,101.2,88.7,113.8,25.2,5,MISS,HIT,False
802,2026-02-04,NBA,CLE@LAC,CLE,124,LAC,91,215,221.0,2.5,2.5,LAC,CLE,124,OVER,C,7.87,20.7,Rule3:OverExecution,109.2,94.6,123.9,29.2,12,HIT,MISS,False
803,2026-02-04,NBA,DEN@NYK,DEN,127,NYK,134,261,228.0,4.5,4.5,NYK,DEN,127,UNDER,B,-5.9,13.0,Rule1:UpsetClause,111.8,100.2,123.2,23.0,7,MISS,HIT,False
804,2026-02-04,NBA,MEM@SAC,MEM,129,SAC,125,254,236.0,3.0,3.0,SAC,MEM,129,UNDER,C,-55.45,18.6,Rule4:UnderExecution,116.5,101.3,131.7,30.3,12,HIT,HIT,True
805,2026-02-04,NBA,MIN@TOR,MIN,128,TOR,126,254,228.5,2.0,2.0,MIN,TOR,126,UNDER,C,-23.31,22.8,Rule4:UnderExecution,113.2,99.2,127.3,28.2,12,HIT,HIT,True
806,2026-02-04,NBA,NOP@MIL,NOP,137,MIL,141,278,223.5,4.5,4.5,MIL,NOP,137,UNDER,B,-73.26,13.0,Rule1:UpsetClause,109.5,98.0,121.0,23.0,7,MISS,HIT,False
807,2026-02-04,NBA,OKC@SAS,OKC,106,SAS,116,222,221.0,10.0,10.0,SAS,OKC,106,UNDER,A,-6.51,2.4,Rule1:UpsetClause,105.5,91.0,120.0,29.0,5,HIT,HIT,True
808,2026-02-05,NBA,BKN@ORL,BKN,98,ORL,118,216,215.0,9.5,9.5,ORL,BKN,98,UNDER,A,-14.35,2.9,Rule1:UpsetClause,102.8,88.7,116.8,28.1,5,HIT,HIT,True
809,2026-02-05,NBA,CHA@HOU,CHA,109,HOU,99,208,218.5,4.5,4.5,HOU,CHA,109,UNDER,B,-76.84,13.0,Rule1:UpsetClause,107.0,95.5,118.5,23.0,7,HIT,HIT,True
810,2026-02-05,NBA,CHI@TOR,CHI,107,TOR,123,230,227.0,7.5,7.5,TOR,CHI,107,UNDER,A,-26.17,5.5,Rule1:UpsetClause,109.8,97.6,121.9,24.2,5,HIT,HIT,True
811,2026-02-05,NBA,GSW@PHX,GSW,101,PHX,97,198,213.0,5.5,5.5,PHX,GSW,101,UNDER,A,-8.86,9.9,Rule1:UpsetClause,103.8,93.5,114.0,20.4,5,HIT,HIT,True
812,2026-02-05,NBA,PHI@LAL,PHI,115,LAL,119,234,236.0,2.5,2.5,LAL,PHI,115,OVER,C,29.35,20.7,Rule3:OverExecution,116.8,102.1,131.4,29.2,12,HIT,HIT,True
813,2026-02-05,NBA,SAS@DAL,SAS,135,DAL,123,258,230.0,7.5,7.5,DAL,SAS,135,UNDER,A,-58.88,5.5,Rule1:UpsetClause,111.2,99.1,123.4,24.2,5,MISS,HIT,False
814,2026-02-05,NBA,UTA@ATL,UTA,119,ATL,121,240,245.5,8.5,8.5,ATL,UTA,119,OVER,A,2.0,4.0,Rule1:UpsetClause,118.5,105.4,131.6,26.1,5,HIT,HIT,True
815,2026-02-05,NBA,WAS@DET,WAS,126,DET,117,243,228.0,17.0,17.0,DET,WAS,126,UNDER,A,-4.89,0.2,Rule2:StructuralOutlier,105.5,84.3,126.7,42.3,5,HIT,HIT,True
816,2026-02-06,NBA,IND@MIL,IND,99,MIL,105,204,224.0,1.5,1.5,MIL,IND,99,OVER,C,29.39,25.0,Rule3:OverExecution,111.2,97.7,124.8,27.2,12,HIT,HIT,True
817,2026-02-06,NBA,LAC@SAC,LAC,114,SAC,111,225,222.5,3.0,3.0,SAC,LAC,114,UNDER,C,-24.96,18.6,Rule4:UnderExecution,109.8,94.6,124.9,30.3,12,HIT,HIT,True
818,2026-02-06,NBA,MEM@POR,MEM,115,POR,135,250,235.5,9.0,9.0,POR,MEM,115,OVER,A,27.41,3.4,Rule1:UpsetClause,113.2,99.7,126.8,27.1,5,HIT,HIT,True
819,2026-02-06,NBA,MIA@BOS,MIA,96,BOS,98,194,227.5,5.5,5.5,BOS,MIA,96,UNDER,A,-24.09,9.9,Rule1:UpsetClause,111.0,100.8,121.2,20.4,5,HIT,MISS,False
820,2026-02-06,NBA,NOP@MIN,NOP,119,MIN,115,234,237.0,8.5,8.5,MIN,NOP,119,OVER,A,5.98,4.0,Rule1:UpsetClause,114.2,101.2,127.3,26.2,5,HIT,HIT,True
821,2026-02-06,NBA,NYK@DET,NYK,80,DET,118,198,219.5,5.5,5.5,DET,NYK,80,OVER,A,32.99,9.9,Rule1:UpsetClause,107.0,96.8,117.2,20.4,5,MISS,HIT,False
822,2026-02-07,NBA,CHA@ATL,CHA,126,ATL,119,245,232.5,1.0,1.0,ATL,CHA,126,UNDER,C,-44.11,27.2,Rule4:UnderExecution,115.8,102.7,128.8,26.1,12,HIT,HIT,True
823,2026-02-07,NBA,CLE@SAC,CLE,132,SAC,126,258,229.5,-12.5,12.5,CLE,SAC,126,UNDER,A,-40.81,49.6,Rule2:StructuralOutlier,108.5,91.6,125.4,33.8,5,MISS,HIT,False
824,2026-02-07,NBA,DAL@SAS,DAL,125,SAS,138,263,234.5,11.0,11.0,SAS,DAL,125,UNDER,A,-27.69,1.7,Rule1:UpsetClause,111.8,96.3,127.2,30.9,5,HIT,HIT,True
825,2026-02-07,NBA,DEN@CHI,DEN,136,CHI,120,256,235.0,9.0,9.0,CHI,DEN,136,OVER,A,45.16,3.4,Rule1:UpsetClause,113.0,99.5,126.5,27.1,5,HIT,MISS,False
826,2026-02-07,NBA,GSW@LAL,GSW,99,LAL,105,204,220.0,2.0,2.0,LAL,GSW,99,OVER,C,2.59,22.8,Rule3:OverExecution,109.0,94.9,123.1,28.2,12,HIT,HIT,True
827,2026-02-07,NBA,HOU@OKC,HOU,112,OKC,106,218,214.0,4.0,4.0,OKC,HOU,112,UNDER,B,-43.65,14.7,Rule1:UpsetClause,105.0,94.0,116.0,22.0,7,HIT,HIT,True
828,2026-02-07,NBA,MEM@POR,MEM,115,POR,122,237,229.0,-9.5,9.5,MEM,POR,122,UNDER,A,-7.44,49.0,Rule4:UnderExecution,109.8,95.7,123.8,28.1,5,HIT,HIT,True
829,2026-02-07,NBA,PHI@PHX,PHI,109,PHX,103,212,225.0,-2.0,2.0,PHI,PHX,103,OVER,C,21.54,38.6,Rule3:OverExecution,111.5,97.4,125.6,28.2,12,HIT,HIT,True
830,2026-02-07,NBA,UTA@ORL,UTA,117,ORL,120,237,234.5,7.5,7.5,ORL,UTA,117,OVER,A,33.15,5.5,Rule1:UpsetClause,113.5,101.4,125.6,24.2,5,HIT,HIT,True
831,2026-02-07,NBA,WAS@BKN,WAS,113,BKN,127,240,216.5,8.0,8.0,BKN,WAS,113,UNDER,A,-6.89,4.7,Rule1:UpsetClause,104.2,91.7,116.8,25.2,5,HIT,HIT,True
832,2026-02-08,NBA,IND@TOR,IND,104,TOR,122,226,226.5,8.5,8.5,TOR,IND,104,OVER,A,2.18,4.0,Rule1:UpsetClause,109.0,95.9,122.1,26.2,5,HIT,HIT,True
833,2026-02-08,NBA,LAC@MIN,LAC,115,MIN,96,211,222.0,8.5,8.5,MIN,LAC,115,OVER,A,59.58,4.0,Rule1:UpsetClause,106.8,93.7,119.8,26.2,5,HIT,HIT,True
834,2026-02-08,NBA,MIA@WAS,MIA,132,WAS,101,233,236.0,13.5,13.5,MIA,WAS,101,OVER,A,1.25,0.7,Rule2:StructuralOutlier,111.2,93.4,129.1,35.6,5,HIT,HIT,True
835,2026-02-08,NBA,NYK@BOS,NYK,111,BOS,89,200,213.0,3.5,3.5,BOS,NYK,111,UNDER,B,-56.14,16.6,Rule4:UnderExecution,104.8,94.2,115.2,21.0,7,HIT,HIT,True
836,2026-02-09,NBA,ATL@MIN,ATL,116,MIN,138,254,239.0,9.0,9.0,MIN,ATL,116,OVER,A,50.51,3.4,Rule1:UpsetClause,115.0,101.5,128.6,27.1,5,HIT,HIT,True
837,2026-02-09,NBA,CHI@BKN,CHI,115,BKN,123,238,219.0,3.5,3.5,CHI,BKN,123,UNDER,B,-11.15,16.6,Rule4:UnderExecution,107.8,97.2,118.2,21.0,7,MISS,HIT,False
838,2026-02-09,NBA,CLE@DEN,CLE,119,DEN,117,236,242.5,3.0,3.0,DEN,CLE,119,OVER,C,66.98,18.6,Rule3:OverExecution,119.8,104.6,134.9,30.3,12,HIT,HIT,True
839,2026-02-09,NBA,DET@CHA,DET,110,CHA,104,214,222.5,2.5,2.5,DET,CHA,104,UNDER,C,-23.06,20.7,Rule4:UnderExecution,110.0,95.4,124.6,29.2,12,HIT,HIT,True
